OBJECTID,id,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INST,altitud,latitud,longitud,DEPARTAMEN,MUNICIPIO,AREA_OPERA,AREA_HIDRO,ZONA_HIDRO,observacio,CORRIENTE,FECHA_SUSP,SUBZONA_HI,ENTIDAD,COMID
299.00000000000,11017020.00000000000,BAGADO [11017020],Limnigráfica,Automática con Telemetría,Activa,2017/12/28,90.00000000000,5.41200000000,-76.41788889000,Chocó,Bagadó,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Cambio de categoría y Clase según  REQ 2018-016596 de la mesa de servicio,Andagueda,,Río Andágueda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009049"
303.00000000000,35037100.00000000000,PUENTE ABADIA - AUT [35037100],Limnigráfica,Automática con Telemetría,Activa,1968/04/14,523.00000000000,4.23533333000,-73.63536111000,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,"Corrección solicitada por verificación del área operativa 03, el componente automático fue arrasado por la corriente, pero se capturan niveles de las miras",Guatiquia,,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012052"
306.00000000000,26197020.00000000000,BRASILIA [26197020],Limnigráfica,Automática con Telemetría,Activa,1970/09/14,670.00000000000,5.82544444000,-75.93533333000,Antioquia,Ciudad Bolívar,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Correcciones solicitadas por actualizaciones en automatización,Bolivar,,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008091"
311.00000000000,26247050.00000000000,LAS CAMELIAS - AUT [26247050],Limnigráfica,Automática con Telemetría,Activa,1973/05/14,110.00000000000,7.58252778000,-75.42005556000,Antioquia,Tarazá,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Correcciones solicitadas por actualizaciones en automatización,Taraza,,Río Taraza - Río Man,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004879"
326.00000000000,24067020.00000000000,PUENTE SOGAMOSO - AUT [24067020],Limnimétrica,Automática con Telemetría,Activa,1992/08/14,90.00000000000,7.24416667000,-73.78750000000,Santander,Puerto Wilches,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,Solicitado con  REQ 2019-002400 por mesa de servicio,Sogamoso,,Río Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9005439"
329.00000000000,47017110.00000000000,MONOPAMBA  - AUT [47017110],Limnigráfica,Automática con Telemetría,Activa,1980/05/14,1650.00000000000,0.80777778000,-77.30694444000,Nariño,Puerres,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Sucio,,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9021525"
333.00000000000,21197030.00000000000,LA PLAYA - AUT [21197030],Limnigráfica,Automática con Telemetría,Activa,1958/12/14,750.00000000000,4.19225000000,-74.50072222000,Tolima,Icononzo,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Por requerimiento REQ 2019-008257 de mesa de servicios se solicita la verificación de coordenadas y área operativa a la que pertenece la estación,Sumapaz,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012165"
338.00000000000,15017030.00000000000,MINCA  - AUT [15017030],Limnigráfica,Automática con Telemetría,Activa,1965/05/14,650.00000000000,11.15891667000,-74.12291667000,Magdalena,Santa Marta,Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Gaira,,Río  Piedras - Río Manzanares,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9000151"
339.00000000000,21117110.00000000000,MOTILON  - AUT [21117110],Limnimétrica,Automática con Telemetría,Suspendida,1983/06/14,1440.00000000000,2.80558333000,-75.08555556000,Huila,Rivera,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Motilon,2019-05-23 3:15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9015505"
345.00000000000,21227010.00000000000,PIEDRAS  - AUT [21227010],Limnigráfica,Automática con Telemetría,Activa,1972/03/14,384.00000000000,4.53522500000,-74.88053056000,Tolima,Piedras,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Opia,,Río Opía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011229"
349.00000000000,21237020.00000000000,ARRANCAPLUMAS  - AUT [21237020],Limnigráfica,Automática con Telemetría,Activa,1934/01/14,222.00000000000,5.20241667000,-74.72761111000,Cundinamarca,Guaduas,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Magdalena,,Río Seco y otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009660"
350.00000000000,23157030.00000000000,BARRANCABERMEJA  - AUT [23157030],Limnigráfica,Automática con Telemetría,Activa,1936/06/14,75.00000000000,7.06019444000,-73.87600000000,Santander,Barrancabermeja,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Magdalena,,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9005705"
352.00000000000,23087160.00000000000,CARAMANTA  - AUT [23087160],Limnigráfica,Automática con Telemetría,Activa,1973/07/14,1900.00000000000,6.50733333000,-74.86516667000,Antioquia,San Roque,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Nus,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006931"
353.00000000000,21147030.00000000000,CARRASPOSO  - AUT [21147030],Limnigráfica,Automática con Telemetría,Activa,1972/02/14,730.00000000000,3.32752778000,-74.86691667000,Huila,Colombia,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cabrera,,Río Cabrera,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9014252"
356.00000000000,23187120.00000000000,BADILLO [23187120],Limnimétrica,Convencional,Activa,1974/08/15,49.00000000000,7.97561111000,-73.85675000000,Santander,Puerto Wilches,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,,Magdalena,,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004066"
399.00000000000,11047010.00000000000,BELEN [11047010],Limnigráfica,Convencional,Activa,1965/12/15,26.00000000000,5.76483333000,-76.66966667000,Chocó,Quibdó,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,,Atrato,,Río Cabi y otros Directos Atrato (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008283"
400.00000000000,23067020.00000000000,COLORADOS  - AUT [23067020],Limnigráfica,Automática con Telemetría,Activa,1952/02/14,309.00000000000,5.46950000000,-74.59338889000,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Negro,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008960"
412.00000000000,29067160.00000000000,PUENTE SEVILLA  - AUT [29067160],Limnigráfica,Automática con Telemetría,Activa,1982/07/14,10.00000000000,10.79883333000,-74.02858333000,Magdalena,Ciénaga,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Sevilla,,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9000400"
428.00000000000,24037030.00000000000,EL PALO - AUT [24037030],Limnigráfica,Automática con Telemetría,Activa,1955/05/14,2600.00000000000,5.68172222000,-73.23113889000,Boyacá,Tuta,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Tuta,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008503"
451.00000000000,25027420.00000000000,VICTORIA LA [25027420],Limnimétrica,Convencional,Activa,1973/07/15,24.00000000000,8.96500000000,-74.22083333000,Bolívar,Margarita,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,,Cno Violo,,Directos Bajo Magdalena entre El Banco y El Plato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002606"
462.00000000000,25027520.00000000000,OREJERO [25027520],Limnimétrica,Convencional,Activa,1989/11/15,21.00000000000,8.98222222000,-74.71388889000,Sucre,Sucre (Sucre),Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,,Cano Panceguita,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002573"
478.00000000000,25027530.00000000000,BARBOSA [25027530],Limnimétrica,Convencional,Activa,1973/09/15,19.00000000000,9.02250000000,-74.63666667000,Bolívar,Magangué,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,,Magdalena (Loba),,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002605"
496.00000000000,15067200.00000000000,EL SILENCIO - AUT [15067200],Limnigráfica,Automática con Telemetría,Activa,2010/06/25,255.00000000000,10.91708333000,-72.91533333000,La Guajira,Fonseca,Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,,Rancheria,,Río Ranchería,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9000316"
510.00000000000,35107040.00000000000,GUAICARAMO  - AUT [35107040],Limnigráfica,Automática con Telemetría,Activa,1981/03/14,264.00000000000,4.68909444000,-73.04651944000,Meta,Barranca De Upía,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Upia,,Río Upía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010947"
512.00000000000,15067170.00000000000,SAN FRANCISCO [15067170],Limnigráfica,Automática con Telemetría,Activa,2008/07/22,450.00000000000,10.99122222000,-72.75608333000,La Guajira,Barrancas,Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,,Rancheria,,Río Ranchería,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9000263"
525.00000000000,21097120.00000000000,LA ESPERANZA - AUT [21097120],Limnigráfica,Automática con Telemetría,Activa,1993/11/14,460.00000000000,2.72841667000,-75.39638889000,Huila,Palermo,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Magdalena,,Juncal y otros Rios directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9015841"
530.00000000000,16027010.00000000000,POMARROSOS LOS [16027010],Limnigráfica,Convencional,Activa,1985/02/15,850.00000000000,7.77833333000,-72.82083333000,Norte de Santander,Salazar,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,,Salazar,,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004396"
532.00000000000,23187280.00000000000,SITIO NUEVO [23187280],Limnimétrica,Convencional,Activa,1978/11/15,58.00000000000,7.78400000000,-73.80191667000,Santander,Puerto Wilches,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,,Magdalena,,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004355"
542.00000000000,26247010.00000000000,PALMIRA HACIENDA  - AUT [26247010],Limnigráfica,Automática con Telemetría,Activa,1971/09/14,80.00000000000,7.79677778000,-75.37252778000,Antioquia,Cáceres,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Man,,Río Taraza - Río Man,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004417"
567.00000000000,25028340.00000000000,JAGUA [25028340],Limnigráfica,Convencional,Activa,1976/07/15,18.00000000000,9.09666667000,-74.65833333000,Bolívar,Mompós,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,,Cno Lobita,,Directos Bajo Magdalena entre El Banco y El Plato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002378"
613.00000000000,11057020.00000000000,SAN ANTONIO PADUA  - AUT [11057020],Limnimétrica,Automática con Telemetría,Activa,1973/05/14,18.00000000000,6.28666667000,-76.76180556000,Antioquia,Vigia Del Fuerte,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Atrato,,Directos Atrato entre ríos Bebaramá y Murrí (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007254"
617.00000000000,16027310.00000000000,TERMOTASAJERO - AUT [16027310],Limnigráfica,Automática con Telemetría,Suspendida,2004/10/15,255.00000000000,7.83333333000,-72.63333333000,Norte de Santander,Durania,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,,Zulia,2010-09-29,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9004246"
659.00000000000,13077060.00000000000,COTOCA ABAJO  - AUT [13077060],Limnigráfica,Automática con Telemetría,Activa,1970/02/14,6.00000000000,9.22444444000,-75.83444444000,Córdoba,Lorica,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Sinu,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002188"
669.00000000000,25027680.00000000000,MAGANGUE [25027680],Limnimétrica,Convencional,Activa,1967/09/15,18.00000000000,9.24000000000,-74.74166667000,Bolívar,Magangué,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,,Magdalena(Loba),,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9002185"
703.00000000000,21167060.00000000000,SAN PABLO TOLIMA  - AUT [21167060],Limnigráfica,Automática con Telemetría,Activa,1971/04/14,744.00000000000,3.92666667000,-74.65694444000,Tolima,Cunday,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cuinde,,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012611"
706.00000000000,21127030.00000000000,SANTA MARIA  - AUT [21127030],Limnigráfica,Automática con Telemetría,Activa,1971/09/14,1270.00000000000,2.97177778000,-75.59244444000,Huila,Santa María (Huila),Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Bache,,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9015224"
744.00000000000,23127060.00000000000,SANTA ROSA  - AUT [23127060],Limnimétrica,Automática con Telemetría,Activa,1975/04/14,154.00000000000,6.29194444000,-74.09833333000,Santander,Cimitarra,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Carare,,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007238"
766.00000000000,23107040.00000000000,VEGACHI [23107040],Limnimétrica,Convencional,Activa,1975/04/15,630.00000000000,6.77236111000,-74.79758333000,Antioquia,Vegachí,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,,Volcan,,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006276"
767.00000000000,23147020.00000000000,PUENTE FERROCARRIL [23147020],Limnigráfica,Convencional,Activa,1971/08/15,90.00000000000,6.77361111000,-73.93500000000,Santander,Simacota,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,,Opon,,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006357"
788.00000000000,38017010.00000000000,PUERTO CARREÑO [38017010],Limnimétrica,Convencional,Activa,1983/02/14,55.00000000000,6.17652778000,-67.47958333000,Vichada,Puerto Carreño,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Modificación de nombre solicitado por el área por correo electrónico,Orinoco,,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007390"
807.00000000000,23097040.00000000000,PUERTO INMARCO [23097040],Limnigráfica,Convencional,Activa,1973/06/15,1371.00000000000,6.22150000000,-74.56955556000,Antioquia,Puerto Nare,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,,Magdalena,,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007292"
834.00000000000,11077020.00000000000,LA MAGDALENA - AUT [11077020],Limnigráfica,Automática con Telemetría,Activa,1972/09/14,1770.00000000000,6.29836111000,-76.13447222000,Antioquia,Urrao,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Penderisco,,Río Murrí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007202"
835.00000000000,36027050.00000000000,CRAVO NORTE [36027050],Limnimétrica,Convencional,Activa,1988/05/15,91.00000000000,6.29563889000,-70.19433333000,Arauca,Cravo Norte,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Casanare,,Casanare,,Río Casanare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007159"
843.00000000000,24027050.00000000000,PUENTE LLANO [24027050],Limnimétrica,Convencional,Activa,1971/08/14,1280.00000000000,6.28500000000,-73.12611111000,Santander,Charalá,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,"Con orfeo 20197080001663 enviado por la coordinadora del área operativa se pide entre otras, la corrección de categoría, estados y tecnología de algunas estaciones del área operativa",Taquiza,,Río Fonce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007182"
875.00000000000,26217050.00000000000,CAÑAFISTO [26217050],Limnigráfica,Automática con Telemetría,Activa,1978/11/14,466.00000000000,6.41797222000,-75.81925000000,Antioquia,Santa Fe De Antioquia,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Correcciones solicitadas por actualizaciones en automatización,Cauca,,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006926"
895.00000000000,24017640.00000000000,LA CEIBA - AUT [24017640],Limnigráfica,Automática con Telemetría,Activa,1979/10/14,724.00000000000,6.44888889000,-73.30694444000,Santander,Socorro,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,"Con orfeo 20197080001663 enviado por la coordinadora del área operativa se pide entre otras, la corrección de categoría, estados y tecnología de algunas estaciones del área operativa",Suarez,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006851"
896.00000000000,24037040.00000000000,GUICAN [24037040],Limnimétrica,Convencional,Activa,1955/07/15,2827.00000000000,6.45397222000,-72.40305556000,Boyacá,Guicán,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,,Nevado,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006838"
903.00000000000,24027070.00000000000,MERIDA - AUT [24027070],Limnigráfica,Automática con Telemetría,Activa,1979/11/14,1201.00000000000,6.44472222000,-73.15833333000,Santander,Páramo,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,"Con orfeo 20197080001663 enviado por la coordinadora del área operativa se pide entre otras, la corrección de categoría, estados y tecnología de algunas estaciones del área operativa",Fonce,,Río Fonce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007134"
909.00000000000,24027060.00000000000,PUENTE ARCO [24027060],Limnigráfica,Automática sin Telemetría,Activa,1971/08/15,1223.00000000000,6.47861111000,-73.07361111000,Santander,Valle De San José,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,,Monchia,,Río Fonce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006858"
920.00000000000,24037390.00000000000,CAPITANEJO [24037390],Limnimétrica,Convencional,Activa,1974/06/15,1160.00000000000,6.51320806000,-72.69545306000,Santander,Capitanejo,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,,Chicamocha,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006835"
933.00000000000,26217010.00000000000,LA GALERA - AUT [26217010],Limnigráfica,Automática con Telemetría,Activa,1970/11/14,538.00000000000,6.55497222000,-75.86419444000,Antioquia,Santa Fe De Antioquia,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Tonusco,,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006721"
966.00000000000,23127050.00000000000,BARREDERO FINCA [23127050],Limnimétrica,Convencional,Activa,1974/08/15,90.00000000000,6.64555556000,-74.06527778000,Santander,Puerto Parra,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,,Carare,,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006586"
976.00000000000,23107020.00000000000,LA BODEGA - AUT [23107020],Limnigráfica,Automática con Telemetría,Activa,1974/11/14,149.00000000000,6.73219444000,-74.40694444000,Antioquia,Yondó (Casabe),Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Solicitado con  REQ 2019-002400 por mesa de servicio,Regla,,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006475"
1007.00000000000,24017600.00000000000,MONIQUIRA  - AUT [24017600],Limnigráfica,Automática con Telemetría,Activa,1974/04/14,1720.00000000000,5.87813889000,-73.57025000000,Boyacá,Moniquirá,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Moniquira,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008365"
1017.00000000000,11027030.00000000000,EL SIETE - AUT [11027030],Limnigráfica,Automática con Telemetría,Activa,1979/12/14,2300.00000000000,5.86200000000,-76.15205556000,Chocó,El Carmen (Choco),Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Atrato,,Alto Atrato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008224"
1019.00000000000,36017010.00000000000,PAZ DE ARIPORO [36017010],Limnimétrica,Convencional,Activa,1993/05/15,274.00000000000,5.90655556000,-71.90238889000,Casanare,Hato Corozal,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Casanare,,Ariporo,,Río Ariporo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007894"
1029.00000000000,26017060.00000000000,PUENTE ARAGON  - AUT [26017060],Limnigráfica,Automática con Telemetría,Activa,1970/05/14,2993.00000000000,2.20416667000,-76.49744444000,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cauca,,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9017195"
1049.00000000000,23087190.00000000000,LA GARRUCHA - AUT [23087190],Limnimétrica,Automática con Telemetría,Activa,1973/06/14,980.00000000000,5.99836111000,-74.93825000000,Antioquia,San Luis (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Samana Norte,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007823"
1050.00000000000,24037510.00000000000,PAZ DE RIO [24037510],Limnigráfica,Convencional,Activa,1980/11/15,2200.00000000000,6.00027778000,-72.78222222000,Boyacá,Paz De Rio,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,,Chicamocha,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007832"
1067.00000000000,22057060.00000000000,LA MURALLA - AUT [22057060],Limnigráfica,Automática con Telemetría,Activa,1964/10/14,536.00000000000,3.48136111000,-75.46697222000,Tolima,Ataco,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Saldana,,Medio Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9013767"
